record_kind	source_path	target_path	mode	blob_id	disposition	detail
preserved_blob	references/legacy-codebase/hardware/HGPIPE/ICCAD24-HG-PIPE/case/refs/attn_5_output.txt	references/legacy-codebase/hardware/HGPIPE/ICCAD24-HG-PIPE/case/refs/attn_5_output.txt	100644	3adc0cec49f5d1f2853d17233435313df82286b8	preserve	baseline ebe862b11506e819c5bd5abc925299fc5fbb6f1a
preserved_blob	references/legacy-codebase/hardware/HGPIPE/ICCAD24-HG-PIPE/case/refs/attn_5_q_q_scalars.txt	references/legacy-codebase/hardware/HGPIPE/ICCAD24-HG-PIPE/case/refs/attn_5_q_q_scalars.txt	100644	13839dc32440dfe1739119e8c8db05059943cd5c	preserve	baseline ebe862b11506e819c5bd5abc925299fc5fbb6f1a
preserved_blob	references/legacy-codebase/hardware/HGPIPE/ICCAD24-HG-PIPE/case/refs/attn_5_q_q_table_m.txt	references/legacy-codebase/hardware/HGPIPE/ICCAD24-HG-PIPE/case/refs/attn_5_q_q_table_m.txt	100644	157ff634a7ec94799cbe19f4f320e5e24f9a258c	preserve	baseline ebe862b11506e819c5bd5abc925299fc5fbb6f1a
preserved_blob	references/legacy-codebase/hardware/HGPIPE/ICCAD24-HG-PIPE/case/refs/attn_5_qq_input.txt	references/legacy-codebase/hardware/HGPIPE/ICCAD24-HG-PIPE/case/refs/attn_5_qq_input.txt	100644	c8ec8ba39a230e9471315f0eb12d91bdd582685a	preserve	baseline ebe862b11506e819c5bd5abc925299fc5fbb6f1a
preserved_blob	references/legacy-codebase/hardware/HGPIPE/ICCAD24-HG-PIPE/case/refs/attn_5_qq_output.txt	references/legacy-codebase/hardware/HGPIPE/ICCAD24-HG-PIPE/case/refs/attn_5_qq_output.txt	100644	e9f0208b33f9dc7aff20963c37dbf550e11aa782	preserve	baseline ebe862b11506e819c5bd5abc925299fc5fbb6f1a
preserved_blob	references/legacy-codebase/hardware/HGPIPE/ICCAD24-HG-PIPE/case/refs/attn_5_scalars.txt	references/legacy-codebase/hardware/HGPIPE/ICCAD24-HG-PIPE/case/refs/attn_5_scalars.txt	100644	3db86700099071f5bc40a4e7a9df668340b6fe8e	preserve	baseline ebe862b11506e819c5bd5abc925299fc5fbb6f1a
preserved_blob	references/legacy-codebase/hardware/HGPIPE/ICCAD24-HG-PIPE/case/refs/attn_5_softmaxq_exp_opp_table_m.txt	references/legacy-codebase/hardware/HGPIPE/ICCAD24-HG-PIPE/case/refs/attn_5_softmaxq_exp_opp_table_m.txt	100644	b7e4eabd64a67882acb19d68539cc49b339d870b	preserve	baseline ebe862b11506e819c5bd5abc925299fc5fbb6f1a
preserved_blob	references/legacy-codebase/hardware/HGPIPE/ICCAD24-HG-PIPE/case/refs/attn_5_softmaxq_input.txt	references/legacy-codebase/hardware/HGPIPE/ICCAD24-HG-PIPE/case/refs/attn_5_softmaxq_input.txt	100644	d9f54ec11288ccd2e3e1c50909e4bd4659d29a4d	preserve	baseline ebe862b11506e819c5bd5abc925299fc5fbb6f1a
preserved_blob	references/legacy-codebase/hardware/HGPIPE/ICCAD24-HG-PIPE/case/refs/attn_5_softmaxq_output.txt	references/legacy-codebase/hardware/HGPIPE/ICCAD24-HG-PIPE/case/refs/attn_5_softmaxq_output.txt	100644	082a32639220b2d0310e9c6d9dc2cd0de54ad87b	preserve	baseline ebe862b11506e819c5bd5abc925299fc5fbb6f1a
preserved_blob	references/legacy-codebase/hardware/HGPIPE/ICCAD24-HG-PIPE/case/refs/attn_5_softmaxq_recip_scaled_table_m_one.txt	references/legacy-codebase/hardware/HGPIPE/ICCAD24-HG-PIPE/case/refs/attn_5_softmaxq_recip_scaled_table_m_one.txt	100644	6239784b7ceb3f4dd0e79a6c54a5915daaaf88bb	preserve	baseline ebe862b11506e819c5bd5abc925299fc5fbb6f1a
preserved_blob	references/legacy-codebase/hardware/HGPIPE/ICCAD24-HG-PIPE/case/refs/attn_5_softmaxq_recip_scaled_table_m_two.txt	references/legacy-codebase/hardware/HGPIPE/ICCAD24-HG-PIPE/case/refs/attn_5_softmaxq_recip_scaled_table_m_two.txt	100644	c009fd786c35c9cf9362ad1d19f7bca0c8e220ae	preserve	baseline ebe862b11506e819c5bd5abc925299fc5fbb6f1a
preserved_blob	references/legacy-codebase/hardware/HGPIPE/ICCAD24-HG-PIPE/case/refs/attn_5_softmaxq_scalars.txt	references/legacy-codebase/hardware/HGPIPE/ICCAD24-HG-PIPE/case/refs/attn_5_softmaxq_scalars.txt	100644	0f3db51eb0782615eaa16d1f3cac197b1ad5ac01	preserve	baseline ebe862b11506e819c5bd5abc925299fc5fbb6f1a
preserved_blob	references/legacy-codebase/hardware/HGPIPE/ICCAD24-HG-PIPE/case/refs/attn_5_v_q_scalars.txt	references/legacy-codebase/hardware/HGPIPE/ICCAD24-HG-PIPE/case/refs/attn_5_v_q_scalars.txt	100644	34a3628e631bb87b38f691b4ae3c1d0137363614	preserve	baseline ebe862b11506e819c5bd5abc925299fc5fbb6f1a
preserved_blob	references/legacy-codebase/hardware/HGPIPE/ICCAD24-HG-PIPE/case/refs/attn_5_v_q_table_m.txt	references/legacy-codebase/hardware/HGPIPE/ICCAD24-HG-PIPE/case/refs/attn_5_v_q_table_m.txt	100644	27d78985fa382b5c01a2bc7c8a51deee335860c1	preserve	baseline ebe862b11506e819c5bd5abc925299fc5fbb6f1a
preserved_blob	references/legacy-codebase/hardware/HGPIPE/ICCAD24-HG-PIPE/case/refs/attn_5_vq_input.txt	references/legacy-codebase/hardware/HGPIPE/ICCAD24-HG-PIPE/case/refs/attn_5_vq_input.txt	100644	87a428004712c1122dd24409303ff363102facb2	preserve	baseline ebe862b11506e819c5bd5abc925299fc5fbb6f1a
preserved_blob	references/legacy-codebase/hardware/HGPIPE/ICCAD24-HG-PIPE/case/refs/attn_5_vq_output.txt	references/legacy-codebase/hardware/HGPIPE/ICCAD24-HG-PIPE/case/refs/attn_5_vq_output.txt	100644	19b8eb890374591e3e07bc31eef966e1aae0a5a5	preserve	baseline ebe862b11506e819c5bd5abc925299fc5fbb6f1a
preserved_blob	references/legacy-codebase/hardware/HGPIPE/ICCAD24-HG-PIPE/case/refs/attn_6_a_q_scalars.txt	references/legacy-codebase/hardware/HGPIPE/ICCAD24-HG-PIPE/case/refs/attn_6_a_q_scalars.txt	100644	49a271ea51171ec534c617c21ce3780e5c730824	preserve	baseline ebe862b11506e819c5bd5abc925299fc5fbb6f1a
preserved_blob	references/legacy-codebase/hardware/HGPIPE/ICCAD24-HG-PIPE/case/refs/attn_6_a_q_table_m.txt	references/legacy-codebase/hardware/HGPIPE/ICCAD24-HG-PIPE/case/refs/attn_6_a_q_table_m.txt	100644	2688e805ab14918080da16d3c2c56b6fba7f8f4a	preserve	baseline ebe862b11506e819c5bd5abc925299fc5fbb6f1a
preserved_blob	references/legacy-codebase/hardware/HGPIPE/ICCAD24-HG-PIPE/case/refs/attn_6_aq_input.txt	references/legacy-codebase/hardware/HGPIPE/ICCAD24-HG-PIPE/case/refs/attn_6_aq_input.txt	100644	73c63bf910c5b0a2ea5f3128f210e5500af0f072	preserve	baseline ebe862b11506e819c5bd5abc925299fc5fbb6f1a
preserved_blob	references/legacy-codebase/hardware/HGPIPE/ICCAD24-HG-PIPE/case/refs/attn_6_aq_output.txt	references/legacy-codebase/hardware/HGPIPE/ICCAD24-HG-PIPE/case/refs/attn_6_aq_output.txt	100644	075333de43404cf8fe080201f126971eb419c3c9	preserve	baseline ebe862b11506e819c5bd5abc925299fc5fbb6f1a
preserved_blob	references/legacy-codebase/hardware/HGPIPE/ICCAD24-HG-PIPE/case/refs/attn_6_gen_a_matmul_input.txt	references/legacy-codebase/hardware/HGPIPE/ICCAD24-HG-PIPE/case/refs/attn_6_gen_a_matmul_input.txt	100644	b54775d090959715de8d870292f0622737b10ea7	preserve	baseline ebe862b11506e819c5bd5abc925299fc5fbb6f1a
preserved_blob	references/legacy-codebase/hardware/HGPIPE/ICCAD24-HG-PIPE/case/refs/attn_6_gen_a_matmul_output.txt	references/legacy-codebase/hardware/HGPIPE/ICCAD24-HG-PIPE/case/refs/attn_6_gen_a_matmul_output.txt	100644	73c63bf910c5b0a2ea5f3128f210e5500af0f072	preserve	baseline ebe862b11506e819c5bd5abc925299fc5fbb6f1a
preserved_blob	references/legacy-codebase/hardware/HGPIPE/ICCAD24-HG-PIPE/case/refs/attn_6_gen_a_matmul_weight.txt	references/legacy-codebase/hardware/HGPIPE/ICCAD24-HG-PIPE/case/refs/attn_6_gen_a_matmul_weight.txt	100644	f1b4380ec75b4826337850b21519e66b46f3346c	preserve	baseline ebe862b11506e819c5bd5abc925299fc5fbb6f1a
preserved_blob	references/legacy-codebase/hardware/HGPIPE/ICCAD24-HG-PIPE/case/refs/attn_6_gen_a_matmul_weight_transpose.txt	references/legacy-codebase/hardware/HGPIPE/ICCAD24-HG-PIPE/case/refs/attn_6_gen_a_matmul_weight_transpose.txt	100644	e8a5f88c710423c0414c29e92b15cc5d1fd06801	preserve	baseline ebe862b11506e819c5bd5abc925299fc5fbb6f1a
preserved_blob	references/legacy-codebase/hardware/HGPIPE/ICCAD24-HG-PIPE/case/refs/attn_6_gen_k_matmul_bias.txt	references/legacy-codebase/hardware/HGPIPE/ICCAD24-HG-PIPE/case/refs/attn_6_gen_k_matmul_bias.txt	100644	1094ed4629ce7cb63d303959f7a665d32a92b35e	preserve	baseline ebe862b11506e819c5bd5abc925299fc5fbb6f1a
preserved_blob	references/legacy-codebase/hardware/HGPIPE/ICCAD24-HG-PIPE/case/refs/attn_6_gen_k_matmul_input.txt	references/legacy-codebase/hardware/HGPIPE/ICCAD24-HG-PIPE/case/refs/attn_6_gen_k_matmul_input.txt	100644	7c8cfc7399710413eedb98bc608e4b3ec6f44b08	preserve	baseline ebe862b11506e819c5bd5abc925299fc5fbb6f1a
preserved_blob	references/legacy-codebase/hardware/HGPIPE/ICCAD24-HG-PIPE/case/refs/attn_6_gen_k_matmul_output.txt	references/legacy-codebase/hardware/HGPIPE/ICCAD24-HG-PIPE/case/refs/attn_6_gen_k_matmul_output.txt	100644	886c49997d57bf7a494055d9dcf08a68f580a9ba	preserve	baseline ebe862b11506e819c5bd5abc925299fc5fbb6f1a
preserved_blob	references/legacy-codebase/hardware/HGPIPE/ICCAD24-HG-PIPE/case/refs/attn_6_gen_k_matmul_weight.txt	references/legacy-codebase/hardware/HGPIPE/ICCAD24-HG-PIPE/case/refs/attn_6_gen_k_matmul_weight.txt	100644	83327ed0bdeaa0bb76548647ea22a69f9e5a9a92	preserve	baseline ebe862b11506e819c5bd5abc925299fc5fbb6f1a
preserved_blob	references/legacy-codebase/hardware/HGPIPE/ICCAD24-HG-PIPE/case/refs/attn_6_gen_k_matmul_weight_transpose.txt	references/legacy-codebase/hardware/HGPIPE/ICCAD24-HG-PIPE/case/refs/attn_6_gen_k_matmul_weight_transpose.txt	100644	981d55769cebe06bc7b6029f0d1f6876c661c663	preserve	baseline ebe862b11506e819c5bd5abc925299fc5fbb6f1a
preserved_blob	references/legacy-codebase/hardware/HGPIPE/ICCAD24-HG-PIPE/case/refs/attn_6_gen_o_matmul_bias.txt	references/legacy-codebase/hardware/HGPIPE/ICCAD24-HG-PIPE/case/refs/attn_6_gen_o_matmul_bias.txt	100644	140716e20211df7c126a16593769e779b0f47e9b	preserve	baseline ebe862b11506e819c5bd5abc925299fc5fbb6f1a
preserved_blob	references/legacy-codebase/hardware/HGPIPE/ICCAD24-HG-PIPE/case/refs/attn_6_gen_o_matmul_input.txt	references/legacy-codebase/hardware/HGPIPE/ICCAD24-HG-PIPE/case/refs/attn_6_gen_o_matmul_input.txt	100644	9743c15f50981591d174cb60283a8aa4901d1b35	preserve	baseline ebe862b11506e819c5bd5abc925299fc5fbb6f1a
preserved_blob	references/legacy-codebase/hardware/HGPIPE/ICCAD24-HG-PIPE/case/refs/attn_6_gen_o_matmul_output.txt	references/legacy-codebase/hardware/HGPIPE/ICCAD24-HG-PIPE/case/refs/attn_6_gen_o_matmul_output.txt	100644	a6fb4ac70308a6efafb189a4d927d1f01e20fc1a	preserve	baseline ebe862b11506e819c5bd5abc925299fc5fbb6f1a
preserved_blob	references/legacy-codebase/hardware/HGPIPE/ICCAD24-HG-PIPE/case/refs/attn_6_gen_o_matmul_weight.txt	references/legacy-codebase/hardware/HGPIPE/ICCAD24-HG-PIPE/case/refs/attn_6_gen_o_matmul_weight.txt	100644	76f8e882471ca4decb53c13ec8f963b813f170d4	preserve	baseline ebe862b11506e819c5bd5abc925299fc5fbb6f1a
preserved_blob	references/legacy-codebase/hardware/HGPIPE/ICCAD24-HG-PIPE/case/refs/attn_6_gen_o_matmul_weight_transpose.txt	references/legacy-codebase/hardware/HGPIPE/ICCAD24-HG-PIPE/case/refs/attn_6_gen_o_matmul_weight_transpose.txt	100644	84611c2ee6d9f130f56ef3e2abe21453a59d2a68	preserve	baseline ebe862b11506e819c5bd5abc925299fc5fbb6f1a
preserved_blob	references/legacy-codebase/hardware/HGPIPE/ICCAD24-HG-PIPE/case/refs/attn_6_gen_q_matmul_bias.txt	references/legacy-codebase/hardware/HGPIPE/ICCAD24-HG-PIPE/case/refs/attn_6_gen_q_matmul_bias.txt	100644	e80da3bdbbcf7ced5df5d41d9a29a30799d6f39d	preserve	baseline ebe862b11506e819c5bd5abc925299fc5fbb6f1a
preserved_blob	references/legacy-codebase/hardware/HGPIPE/ICCAD24-HG-PIPE/case/refs/attn_6_gen_q_matmul_input.txt	references/legacy-codebase/hardware/HGPIPE/ICCAD24-HG-PIPE/case/refs/attn_6_gen_q_matmul_input.txt	100644	7c8cfc7399710413eedb98bc608e4b3ec6f44b08	preserve	baseline ebe862b11506e819c5bd5abc925299fc5fbb6f1a
preserved_blob	references/legacy-codebase/hardware/HGPIPE/ICCAD24-HG-PIPE/case/refs/attn_6_gen_q_matmul_output.txt	references/legacy-codebase/hardware/HGPIPE/ICCAD24-HG-PIPE/case/refs/attn_6_gen_q_matmul_output.txt	100644	f9d8319f16255ef89917c803f8c51ea62f211f84	preserve	baseline ebe862b11506e819c5bd5abc925299fc5fbb6f1a
preserved_blob	references/legacy-codebase/hardware/HGPIPE/ICCAD24-HG-PIPE/case/refs/attn_6_gen_q_matmul_weight.txt	references/legacy-codebase/hardware/HGPIPE/ICCAD24-HG-PIPE/case/refs/attn_6_gen_q_matmul_weight.txt	100644	3a62d9acc06f60855b9904c6afa4b70079006115	preserve	baseline ebe862b11506e819c5bd5abc925299fc5fbb6f1a
preserved_blob	references/legacy-codebase/hardware/HGPIPE/ICCAD24-HG-PIPE/case/refs/attn_6_gen_q_matmul_weight_transpose.txt	references/legacy-codebase/hardware/HGPIPE/ICCAD24-HG-PIPE/case/refs/attn_6_gen_q_matmul_weight_transpose.txt	100644	17ee06b2c209c24819d301f1ef320e9bc6e5d452	preserve	baseline ebe862b11506e819c5bd5abc925299fc5fbb6f1a
preserved_blob	references/legacy-codebase/hardware/HGPIPE/ICCAD24-HG-PIPE/case/refs/attn_6_gen_r_matmul_input.txt	references/legacy-codebase/hardware/HGPIPE/ICCAD24-HG-PIPE/case/refs/attn_6_gen_r_matmul_input.txt	100644	7725bf595caf79a50e65b15d3ded2af6985bc784	preserve	baseline ebe862b11506e819c5bd5abc925299fc5fbb6f1a
preserved_blob	references/legacy-codebase/hardware/HGPIPE/ICCAD24-HG-PIPE/case/refs/attn_6_gen_r_matmul_output.txt	references/legacy-codebase/hardware/HGPIPE/ICCAD24-HG-PIPE/case/refs/attn_6_gen_r_matmul_output.txt	100644	5521fd5f8660f99dafb27fb931861c6af17648cf	preserve	baseline ebe862b11506e819c5bd5abc925299fc5fbb6f1a
preserved_blob	references/legacy-codebase/hardware/HGPIPE/ICCAD24-HG-PIPE/case/refs/attn_6_gen_r_matmul_weight.txt	references/legacy-codebase/hardware/HGPIPE/ICCAD24-HG-PIPE/case/refs/attn_6_gen_r_matmul_weight.txt	100644	f1e9e5684883ed6256eeabf8afff420eefa28f6d	preserve	baseline ebe862b11506e819c5bd5abc925299fc5fbb6f1a
preserved_blob	references/legacy-codebase/hardware/HGPIPE/ICCAD24-HG-PIPE/case/refs/attn_6_gen_r_matmul_weight_transpose.txt	references/legacy-codebase/hardware/HGPIPE/ICCAD24-HG-PIPE/case/refs/attn_6_gen_r_matmul_weight_transpose.txt	100644	30875983ed22c8dcabe05ee86fd0684d2933b635	preserve	baseline ebe862b11506e819c5bd5abc925299fc5fbb6f1a
preserved_blob	references/legacy-codebase/hardware/HGPIPE/ICCAD24-HG-PIPE/case/refs/attn_6_gen_v_matmul_bias.txt	references/legacy-codebase/hardware/HGPIPE/ICCAD24-HG-PIPE/case/refs/attn_6_gen_v_matmul_bias.txt	100644	5af83ef15ed4991ee7b210cc2a9a61a8c1ff9fb8	preserve	baseline ebe862b11506e819c5bd5abc925299fc5fbb6f1a
preserved_blob	references/legacy-codebase/hardware/HGPIPE/ICCAD24-HG-PIPE/case/refs/attn_6_gen_v_matmul_input.txt	references/legacy-codebase/hardware/HGPIPE/ICCAD24-HG-PIPE/case/refs/attn_6_gen_v_matmul_input.txt	100644	7c8cfc7399710413eedb98bc608e4b3ec6f44b08	preserve	baseline ebe862b11506e819c5bd5abc925299fc5fbb6f1a
preserved_blob	references/legacy-codebase/hardware/HGPIPE/ICCAD24-HG-PIPE/case/refs/attn_6_gen_v_matmul_output.txt	references/legacy-codebase/hardware/HGPIPE/ICCAD24-HG-PIPE/case/refs/attn_6_gen_v_matmul_output.txt	100644	0b35e3529bd0a7976f74ee79468071a9e0d36298	preserve	baseline ebe862b11506e819c5bd5abc925299fc5fbb6f1a
preserved_blob	references/legacy-codebase/hardware/HGPIPE/ICCAD24-HG-PIPE/case/refs/attn_6_gen_v_matmul_weight.txt	references/legacy-codebase/hardware/HGPIPE/ICCAD24-HG-PIPE/case/refs/attn_6_gen_v_matmul_weight.txt	100644	c8fd3d9d2e6cf3c1aebce543ebe7c4a99eceb82b	preserve	baseline ebe862b11506e819c5bd5abc925299fc5fbb6f1a
preserved_blob	references/legacy-codebase/hardware/HGPIPE/ICCAD24-HG-PIPE/case/refs/attn_6_gen_v_matmul_weight_transpose.txt	references/legacy-codebase/hardware/HGPIPE/ICCAD24-HG-PIPE/case/refs/attn_6_gen_v_matmul_weight_transpose.txt	100644	f4cf5629b27ca5b2385c39e65447b79fbcb64da7	preserve	baseline ebe862b11506e819c5bd5abc925299fc5fbb6f1a
preserved_blob	references/legacy-codebase/hardware/HGPIPE/ICCAD24-HG-PIPE/case/refs/attn_6_input.txt	references/legacy-codebase/hardware/HGPIPE/ICCAD24-HG-PIPE/case/refs/attn_6_input.txt	100644	a971d68c94a2e336380f4a8f8962a365b0a366a6	preserve	baseline ebe862b11506e819c5bd5abc925299fc5fbb6f1a
preserved_blob	references/legacy-codebase/hardware/HGPIPE/ICCAD24-HG-PIPE/case/refs/attn_6_k_q_scalars.txt	references/legacy-codebase/hardware/HGPIPE/ICCAD24-HG-PIPE/case/refs/attn_6_k_q_scalars.txt	100644	10354403411c189a1ce0f7d504121ae6a9a47f32	preserve	baseline ebe862b11506e819c5bd5abc925299fc5fbb6f1a
preserved_blob	references/legacy-codebase/hardware/HGPIPE/ICCAD24-HG-PIPE/case/refs/attn_6_k_q_table_m.txt	references/legacy-codebase/hardware/HGPIPE/ICCAD24-HG-PIPE/case/refs/attn_6_k_q_table_m.txt	100644	8384925dcdbdd4f57c3cd5a81d38357a6ea70acd	preserve	baseline ebe862b11506e819c5bd5abc925299fc5fbb6f1a
preserved_blob	references/legacy-codebase/hardware/HGPIPE/ICCAD24-HG-PIPE/case/refs/attn_6_kq_input.txt	references/legacy-codebase/hardware/HGPIPE/ICCAD24-HG-PIPE/case/refs/attn_6_kq_input.txt	100644	886c49997d57bf7a494055d9dcf08a68f580a9ba	preserve	baseline ebe862b11506e819c5bd5abc925299fc5fbb6f1a
preserved_blob	references/legacy-codebase/hardware/HGPIPE/ICCAD24-HG-PIPE/case/refs/attn_6_kq_output.txt	references/legacy-codebase/hardware/HGPIPE/ICCAD24-HG-PIPE/case/refs/attn_6_kq_output.txt	100644	0a1534556e186a13a8fb1221ed2d40212124cea1	preserve	baseline ebe862b11506e819c5bd5abc925299fc5fbb6f1a
preserved_blob	references/legacy-codebase/hardware/HGPIPE/ICCAD24-HG-PIPE/case/refs/attn_6_lnq_input.txt	references/legacy-codebase/hardware/HGPIPE/ICCAD24-HG-PIPE/case/refs/attn_6_lnq_input.txt	100644	a971d68c94a2e336380f4a8f8962a365b0a366a6	preserve	baseline ebe862b11506e819c5bd5abc925299fc5fbb6f1a
preserved_blob	references/legacy-codebase/hardware/HGPIPE/ICCAD24-HG-PIPE/case/refs/attn_6_lnq_lnb_m.txt	references/legacy-codebase/hardware/HGPIPE/ICCAD24-HG-PIPE/case/refs/attn_6_lnq_lnb_m.txt	100644	1a6cc37a7b6b60fe2bf9c3f5e2b89030a19f4fef	preserve	baseline ebe862b11506e819c5bd5abc925299fc5fbb6f1a
preserved_blob	references/legacy-codebase/hardware/HGPIPE/ICCAD24-HG-PIPE/case/refs/attn_6_lnq_lnw_m.txt	references/legacy-codebase/hardware/HGPIPE/ICCAD24-HG-PIPE/case/refs/attn_6_lnq_lnw_m.txt	100644	fc3bc9be869a3c030d696f84513c374e39d37cf8	preserve	baseline ebe862b11506e819c5bd5abc925299fc5fbb6f1a
preserved_blob	references/legacy-codebase/hardware/HGPIPE/ICCAD24-HG-PIPE/case/refs/attn_6_lnq_output.txt	references/legacy-codebase/hardware/HGPIPE/ICCAD24-HG-PIPE/case/refs/attn_6_lnq_output.txt	100644	7c8cfc7399710413eedb98bc608e4b3ec6f44b08	preserve	baseline ebe862b11506e819c5bd5abc925299fc5fbb6f1a
preserved_blob	references/legacy-codebase/hardware/HGPIPE/ICCAD24-HG-PIPE/case/refs/attn_6_lnq_rsqrt_table_m.txt	references/legacy-codebase/hardware/HGPIPE/ICCAD24-HG-PIPE/case/refs/attn_6_lnq_rsqrt_table_m.txt	100644	cf1e12dbcdc45ad24a5dbc9d227703597252a8d8	preserve	baseline ebe862b11506e819c5bd5abc925299fc5fbb6f1a
preserved_blob	references/legacy-codebase/hardware/HGPIPE/ICCAD24-HG-PIPE/case/refs/attn_6_lnq_scalars.txt	references/legacy-codebase/hardware/HGPIPE/ICCAD24-HG-PIPE/case/refs/attn_6_lnq_scalars.txt	100644	b7c3883604ac81da4505a300ddd85ccbbeaf937c	preserve	baseline ebe862b11506e819c5bd5abc925299fc5fbb6f1a
preserved_blob	references/legacy-codebase/hardware/HGPIPE/ICCAD24-HG-PIPE/case/refs/attn_6_output.txt	references/legacy-codebase/hardware/HGPIPE/ICCAD24-HG-PIPE/case/refs/attn_6_output.txt	100644	90497661985e0f74eb817737700cbd31dc769ac1	preserve	baseline ebe862b11506e819c5bd5abc925299fc5fbb6f1a
preserved_blob	references/legacy-codebase/hardware/HGPIPE/ICCAD24-HG-PIPE/case/refs/attn_6_q_q_scalars.txt	references/legacy-codebase/hardware/HGPIPE/ICCAD24-HG-PIPE/case/refs/attn_6_q_q_scalars.txt	100644	e061c0898c2a3b44db123cd0a8283f1a49fbe240	preserve	baseline ebe862b11506e819c5bd5abc925299fc5fbb6f1a
preserved_blob	references/legacy-codebase/hardware/HGPIPE/ICCAD24-HG-PIPE/case/refs/attn_6_q_q_table_m.txt	references/legacy-codebase/hardware/HGPIPE/ICCAD24-HG-PIPE/case/refs/attn_6_q_q_table_m.txt	100644	73f36864875a5935c446a0df5992e045a986e722	preserve	baseline ebe862b11506e819c5bd5abc925299fc5fbb6f1a
preserved_blob	references/legacy-codebase/hardware/HGPIPE/ICCAD24-HG-PIPE/case/refs/attn_6_qq_input.txt	references/legacy-codebase/hardware/HGPIPE/ICCAD24-HG-PIPE/case/refs/attn_6_qq_input.txt	100644	f9d8319f16255ef89917c803f8c51ea62f211f84	preserve	baseline ebe862b11506e819c5bd5abc925299fc5fbb6f1a
preserved_blob	references/legacy-codebase/hardware/HGPIPE/ICCAD24-HG-PIPE/case/refs/attn_6_qq_output.txt	references/legacy-codebase/hardware/HGPIPE/ICCAD24-HG-PIPE/case/refs/attn_6_qq_output.txt	100644	0575edb9e28adcfafbc82adf458b5f2a80ba2807	preserve	baseline ebe862b11506e819c5bd5abc925299fc5fbb6f1a
preserved_blob	references/legacy-codebase/hardware/HGPIPE/ICCAD24-HG-PIPE/case/refs/attn_6_scalars.txt	references/legacy-codebase/hardware/HGPIPE/ICCAD24-HG-PIPE/case/refs/attn_6_scalars.txt	100644	10c572ca8494ead1038d1ae37daa56eaf9de064c	preserve	baseline ebe862b11506e819c5bd5abc925299fc5fbb6f1a
preserved_blob	references/legacy-codebase/hardware/HGPIPE/ICCAD24-HG-PIPE/case/refs/attn_6_softmaxq_exp_opp_table_m.txt	references/legacy-codebase/hardware/HGPIPE/ICCAD24-HG-PIPE/case/refs/attn_6_softmaxq_exp_opp_table_m.txt	100644	1d25185f8de36c22af8d0a6565c6c36f3ec785be	preserve	baseline ebe862b11506e819c5bd5abc925299fc5fbb6f1a
preserved_blob	references/legacy-codebase/hardware/HGPIPE/ICCAD24-HG-PIPE/case/refs/attn_6_softmaxq_input.txt	references/legacy-codebase/hardware/HGPIPE/ICCAD24-HG-PIPE/case/refs/attn_6_softmaxq_input.txt	100644	5521fd5f8660f99dafb27fb931861c6af17648cf	preserve	baseline ebe862b11506e819c5bd5abc925299fc5fbb6f1a
preserved_blob	references/legacy-codebase/hardware/HGPIPE/ICCAD24-HG-PIPE/case/refs/attn_6_softmaxq_output.txt	references/legacy-codebase/hardware/HGPIPE/ICCAD24-HG-PIPE/case/refs/attn_6_softmaxq_output.txt	100644	b54775d090959715de8d870292f0622737b10ea7	preserve	baseline ebe862b11506e819c5bd5abc925299fc5fbb6f1a
preserved_blob	references/legacy-codebase/hardware/HGPIPE/ICCAD24-HG-PIPE/case/refs/attn_6_softmaxq_recip_scaled_table_m_one.txt	references/legacy-codebase/hardware/HGPIPE/ICCAD24-HG-PIPE/case/refs/attn_6_softmaxq_recip_scaled_table_m_one.txt	100644	db12a879c0e89ed99d4197d14629fdadfef3c718	preserve	baseline ebe862b11506e819c5bd5abc925299fc5fbb6f1a
preserved_blob	references/legacy-codebase/hardware/HGPIPE/ICCAD24-HG-PIPE/case/refs/attn_6_softmaxq_recip_scaled_table_m_two.txt	references/legacy-codebase/hardware/HGPIPE/ICCAD24-HG-PIPE/case/refs/attn_6_softmaxq_recip_scaled_table_m_two.txt	100644	4660f861729050a59b52b47f387ee0029f441812	preserve	baseline ebe862b11506e819c5bd5abc925299fc5fbb6f1a
preserved_blob	references/legacy-codebase/hardware/HGPIPE/ICCAD24-HG-PIPE/case/refs/attn_6_softmaxq_scalars.txt	references/legacy-codebase/hardware/HGPIPE/ICCAD24-HG-PIPE/case/refs/attn_6_softmaxq_scalars.txt	100644	ceec2f4c0dde67be787b18d1a84434524c1a4250	preserve	baseline ebe862b11506e819c5bd5abc925299fc5fbb6f1a
preserved_blob	references/legacy-codebase/hardware/HGPIPE/ICCAD24-HG-PIPE/case/refs/attn_6_v_q_scalars.txt	references/legacy-codebase/hardware/HGPIPE/ICCAD24-HG-PIPE/case/refs/attn_6_v_q_scalars.txt	100644	189729798879220dececbadd2d9baa5ffb76211f	preserve	baseline ebe862b11506e819c5bd5abc925299fc5fbb6f1a
preserved_blob	references/legacy-codebase/hardware/HGPIPE/ICCAD24-HG-PIPE/case/refs/attn_6_v_q_table_m.txt	references/legacy-codebase/hardware/HGPIPE/ICCAD24-HG-PIPE/case/refs/attn_6_v_q_table_m.txt	100644	e09abf6bcd70aacc48352209829f045922714a40	preserve	baseline ebe862b11506e819c5bd5abc925299fc5fbb6f1a
