key,motion,user,eye,session,K,anchor_index,anchor_ts_us,ts_lo,ts_hi,n_frames,n_events,q_good,q_frontal,q_illum,event_file,label_dir
saccade_user8_left_session_1_0_2_w028_a000610,saccade,user8,left,session_1_0_2,7,610,1657789167439058,1657789167319058,1657789167559058,7,22208,True,True,True,../samples/event/saccade_user8_left_session_1_0_2_w028_a000610.npz,../samples/label/saccade_user8_left_session_1_0_2_w028_a000610
saccade_user8_left_session_1_0_2_w038_a000810,saccade,user8,left,session_1_0_2,7,810,1657789175439064,1657789175319064,1657789175559064,7,11038,True,True,True,../samples/event/saccade_user8_left_session_1_0_2_w038_a000810.npz,../samples/label/saccade_user8_left_session_1_0_2_w038_a000810
saccade_user8_left_session_1_0_2_w048_a000910,saccade,user8,left,session_1_0_2,7,910,1657789179439068,1657789179319067,1657789179559068,7,10122,True,True,True,../samples/event/saccade_user8_left_session_1_0_2_w048_a000910.npz,../samples/label/saccade_user8_left_session_1_0_2_w048_a000910
saccade_user8_left_session_1_0_2_w058_a001410,saccade,user8,left,session_1_0_2,7,1410,1657789199439084,1657789199319084,1657789199559084,7,9428,True,True,True,../samples/event/saccade_user8_left_session_1_0_2_w058_a001410.npz,../samples/label/saccade_user8_left_session_1_0_2_w058_a001410
saccade_user8_left_session_1_0_2_w068_a001510,saccade,user8,left,session_1_0_2,7,1510,1657789203439087,1657789203319087,1657789203559087,7,7037,True,True,True,../samples/event/saccade_user8_left_session_1_0_2_w068_a001510.npz,../samples/label/saccade_user8_left_session_1_0_2_w068_a001510
saccade_user8_left_session_1_0_2_w078_a001610,saccade,user8,left,session_1_0_2,7,1610,1657789207439090,1657789207319090,1657789207559090,7,7865,True,True,True,../samples/event/saccade_user8_left_session_1_0_2_w078_a001610.npz,../samples/label/saccade_user8_left_session_1_0_2_w078_a001610
saccade_user8_left_session_1_0_2_w088_a001910,saccade,user8,left,session_1_0_2,7,1910,1657789219439100,1657789219319100,1657789219559100,7,34248,True,True,True,../samples/event/saccade_user8_left_session_1_0_2_w088_a001910.npz,../samples/label/saccade_user8_left_session_1_0_2_w088_a001910
fixation_user9_left_session_1_0_2_w009_a000210,fixation,user9,left,session_1_0_2,11,210,1659091032890523,1659091032690523,1659091033090523,11,23494,True,True,True,../samples/event/fixation_user9_left_session_1_0_2_w009_a000210.npz,../samples/label/fixation_user9_left_session_1_0_2_w009_a000210
fixation_user9_left_session_1_0_2_w019_a000310,fixation,user9,left,session_1_0_2,11,310,1659091036890526,1659091036690526,1659091037090527,11,10278,True,True,True,../samples/event/fixation_user9_left_session_1_0_2_w019_a000310.npz,../samples/label/fixation_user9_left_session_1_0_2_w019_a000310
fixation_user9_left_session_1_0_2_w029_a000610,fixation,user9,left,session_1_0_2,11,610,1659091048890536,1659091048690536,1659091049090536,11,12007,True,True,True,../samples/event/fixation_user9_left_session_1_0_2_w029_a000610.npz,../samples/label/fixation_user9_left_session_1_0_2_w029_a000610
fixation_user9_left_session_1_0_2_w039_a000710,fixation,user9,left,session_1_0_2,11,710,1659091052890539,1659091052690539,1659091053090539,11,12091,True,True,True,../samples/event/fixation_user9_left_session_1_0_2_w039_a000710.npz,../samples/label/fixation_user9_left_session_1_0_2_w039_a000710
fixation_user9_left_session_1_0_2_w049_a001510,fixation,user9,left,session_1_0_2,11,1510,1659091084890565,1659091084690565,1659091085090565,11,12602,True,True,True,../samples/event/fixation_user9_left_session_1_0_2_w049_a001510.npz,../samples/label/fixation_user9_left_session_1_0_2_w049_a001510
fixation_user9_left_session_1_0_2_w059_a001610,fixation,user9,left,session_1_0_2,11,1610,1659091088890568,1659091088690568,1659091089090568,11,17121,True,True,True,../samples/event/fixation_user9_left_session_1_0_2_w059_a001610.npz,../samples/label/fixation_user9_left_session_1_0_2_w059_a001610
fixation_user9_left_session_1_0_2_w069_a001710,fixation,user9,left,session_1_0_2,11,1710,1659091092890571,1659091092690571,1659091093090571,11,12676,True,True,True,../samples/event/fixation_user9_left_session_1_0_2_w069_a001710.npz,../samples/label/fixation_user9_left_session_1_0_2_w069_a001710
fixation_user9_left_session_1_0_2_w079_a001810,fixation,user9,left,session_1_0_2,11,1810,1659091096890575,1659091096690574,1659091097090575,11,37776,True,True,True,../samples/event/fixation_user9_left_session_1_0_2_w079_a001810.npz,../samples/label/fixation_user9_left_session_1_0_2_w079_a001810
fixation_user9_left_session_1_0_2_w089_a001910,fixation,user9,left,session_1_0_2,11,1910,1659091100890578,1659091100690578,1659091101090578,11,14715,True,True,True,../samples/event/fixation_user9_left_session_1_0_2_w089_a001910.npz,../samples/label/fixation_user9_left_session_1_0_2_w089_a001910
fixation_user9_left_session_1_0_2_w099_a002010,fixation,user9,left,session_1_0_2,11,2010,1659091104890581,1659091104690581,1659091105090581,11,8603,True,True,True,../samples/event/fixation_user9_left_session_1_0_2_w099_a002010.npz,../samples/label/fixation_user9_left_session_1_0_2_w099_a002010
fixation_user9_left_session_1_0_2_w109_a002110,fixation,user9,left,session_1_0_2,11,2110,1659091108890584,1659091108690584,1659091109090584,11,20269,True,True,True,../samples/event/fixation_user9_left_session_1_0_2_w109_a002110.npz,../samples/label/fixation_user9_left_session_1_0_2_w109_a002110
fixation_user9_left_session_1_0_2_w119_a002210,fixation,user9,left,session_1_0_2,11,2210,1659091112890587,1659091112690587,1659091113090588,11,28191,True,True,True,../samples/event/fixation_user9_left_session_1_0_2_w119_a002210.npz,../samples/label/fixation_user9_left_session_1_0_2_w119_a002210
fixation_user9_left_session_1_0_2_w129_a002310,fixation,user9,left,session_1_0_2,11,2310,1659091116890591,1659091116690590,1659091117090591,11,27627,True,True,True,../samples/event/fixation_user9_left_session_1_0_2_w129_a002310.npz,../samples/label/fixation_user9_left_session_1_0_2_w129_a002310
fixation_user9_left_session_1_0_2_w139_a002510,fixation,user9,left,session_1_0_2,11,2510,1659091124890597,1659091124690597,1659091125090597,11,8912,True,True,True,../samples/event/fixation_user9_left_session_1_0_2_w139_a002510.npz,../samples/label/fixation_user9_left_session_1_0_2_w139_a002510
fixation_user9_left_session_1_0_2_w149_a002610,fixation,user9,left,session_1_0_2,11,2610,1659091128890600,1659091128690600,1659091129090600,11,25400,True,True,True,../samples/event/fixation_user9_left_session_1_0_2_w149_a002610.npz,../samples/label/fixation_user9_left_session_1_0_2_w149_a002610
fixation_user9_left_session_1_0_2_w159_a002710,fixation,user9,left,session_1_0_2,11,2710,1659091132890603,1659091132690603,1659091133090604,11,11228,True,True,True,../samples/event/fixation_user9_left_session_1_0_2_w159_a002710.npz,../samples/label/fixation_user9_left_session_1_0_2_w159_a002710
saccade_user9_left_session_1_0_2_w009_a000410,saccade,user9,left,session_1_0_2,7,410,1659091040890530,1659091040770530,1659091041010530,7,14669,True,True,True,../samples/event/saccade_user9_left_session_1_0_2_w009_a000410.npz,../samples/label/saccade_user9_left_session_1_0_2_w009_a000410
saccade_user9_left_session_1_0_2_w019_a000510,saccade,user9,left,session_1_0_2,7,510,1659091044890533,1659091044770533,1659091045010533,7,14846,True,True,True,../samples/event/saccade_user9_left_session_1_0_2_w019_a000510.npz,../samples/label/saccade_user9_left_session_1_0_2_w019_a000510
saccade_user9_left_session_1_0_2_w029_a000810,saccade,user9,left,session_1_0_2,7,810,1659091056890542,1659091056770542,1659091057010543,7,7510,True,True,True,../samples/event/saccade_user9_left_session_1_0_2_w029_a000810.npz,../samples/label/saccade_user9_left_session_1_0_2_w029_a000810
saccade_user9_left_session_1_0_2_w039_a000910,saccade,user9,left,session_1_0_2,7,910,1659091060890546,1659091060770546,1659091061010546,7,15712,True,True,True,../samples/event/saccade_user9_left_session_1_0_2_w039_a000910.npz,../samples/label/saccade_user9_left_session_1_0_2_w039_a000910
saccade_user9_left_session_1_0_2_w049_a001010,saccade,user9,left,session_1_0_2,7,1010,1659091064890549,1659091064770549,1659091065010549,7,16110,True,True,True,../samples/event/saccade_user9_left_session_1_0_2_w049_a001010.npz,../samples/label/saccade_user9_left_session_1_0_2_w049_a001010
saccade_user9_left_session_1_0_2_w059_a001110,saccade,user9,left,session_1_0_2,7,1110,1659091068890552,1659091068770552,1659091069010552,7,12513,True,True,True,../samples/event/saccade_user9_left_session_1_0_2_w059_a001110.npz,../samples/label/saccade_user9_left_session_1_0_2_w059_a001110
saccade_user9_left_session_1_0_2_w069_a001210,saccade,user9,left,session_1_0_2,7,1210,1659091072890555,1659091072770555,1659091073010555,7,11815,True,True,True,../samples/event/saccade_user9_left_session_1_0_2_w069_a001210.npz,../samples/label/saccade_user9_left_session_1_0_2_w069_a001210
saccade_user9_left_session_1_0_2_w079_a001310,saccade,user9,left,session_1_0_2,7,1310,1659091076890558,1659091076770558,1659091077010559,7,6938,True,True,True,../samples/event/saccade_user9_left_session_1_0_2_w079_a001310.npz,../samples/label/saccade_user9_left_session_1_0_2_w079_a001310
saccade_user9_left_session_1_0_2_w089_a001410,saccade,user9,left,session_1_0_2,7,1410,1659091080890562,1659091080770562,1659091081010562,7,7124,True,True,True,../samples/event/saccade_user9_left_session_1_0_2_w089_a001410.npz,../samples/label/saccade_user9_left_session_1_0_2_w089_a001410
saccade_user9_left_session_1_0_2_w099_a002410,saccade,user9,left,session_1_0_2,7,2410,1659091120890594,1659091120770594,1659091121010594,7,4747,True,True,True,../samples/event/saccade_user9_left_session_1_0_2_w099_a002410.npz,../samples/label/saccade_user9_left_session_1_0_2_w099_a002410
fixation_user3_right_session_1_0_2_w113_a000110,fixation,user3,right,session_1_0_2,11,110,1659072167783576,1659072167583576,1659072167983576,11,9343,True,True,True,../samples/event/fixation_user3_right_session_1_0_2_w113_a000110.npz,../samples/label/fixation_user3_right_session_1_0_2_w113_a000110
fixation_user3_right_session_1_0_2_w123_a000210,fixation,user3,right,session_1_0_2,11,210,1659072171783579,1659072171583579,1659072171983579,11,576,True,True,True,../samples/event/fixation_user3_right_session_1_0_2_w123_a000210.npz,../samples/label/fixation_user3_right_session_1_0_2_w123_a000210
fixation_user3_right_session_1_0_2_w133_a000310,fixation,user3,right,session_1_0_2,11,310,1659072175783582,1659072175583582,1659072175983583,11,493,True,True,True,../samples/event/fixation_user3_right_session_1_0_2_w133_a000310.npz,../samples/label/fixation_user3_right_session_1_0_2_w133_a000310
fixation_user3_right_session_1_0_2_w143_a000710,fixation,user3,right,session_1_0_2,11,710,1659072191783595,1659072191583595,1659072191983595,11,4839,True,True,True,../samples/event/fixation_user3_right_session_1_0_2_w143_a000710.npz,../samples/label/fixation_user3_right_session_1_0_2_w143_a000710
fixation_user3_right_session_1_0_2_w153_a001010,fixation,user3,right,session_1_0_2,11,1010,1659072203783605,1659072203583605,1659072203983605,11,6849,True,True,True,../samples/event/fixation_user3_right_session_1_0_2_w153_a001010.npz,../samples/label/fixation_user3_right_session_1_0_2_w153_a001010
saccade_user3_right_session_1_0_2_w073_a000410,saccade,user3,right,session_1_0_2,7,410,1659072179783586,1659072179663586,1659072179903586,7,9972,True,True,True,../samples/event/saccade_user3_right_session_1_0_2_w073_a000410.npz,../samples/label/saccade_user3_right_session_1_0_2_w073_a000410
saccade_user3_right_session_1_0_2_w083_a000810,saccade,user3,right,session_1_0_2,7,810,1659072195783598,1659072195663598,1659072195903599,7,8228,True,True,True,../samples/event/saccade_user3_right_session_1_0_2_w083_a000810.npz,../samples/label/saccade_user3_right_session_1_0_2_w083_a000810
saccade_user3_right_session_1_0_2_w093_a000910,saccade,user3,right,session_1_0_2,7,910,1659072199783602,1659072199663602,1659072199903602,7,10512,True,True,True,../samples/event/saccade_user3_right_session_1_0_2_w093_a000910.npz,../samples/label/saccade_user3_right_session_1_0_2_w093_a000910
saccade_user3_right_session_1_0_2_w103_a001110,saccade,user3,right,session_1_0_2,7,1110,1659072207783608,1659072207663608,1659072207903608,7,3816,True,True,True,../samples/event/saccade_user3_right_session_1_0_2_w103_a001110.npz,../samples/label/saccade_user3_right_session_1_0_2_w103_a001110
saccade_user3_right_session_1_0_2_w113_a001210,saccade,user3,right,session_1_0_2,7,1210,1659072211783611,1659072211663611,1659072211903611,7,4689,True,True,True,../samples/event/saccade_user3_right_session_1_0_2_w113_a001210.npz,../samples/label/saccade_user3_right_session_1_0_2_w113_a001210
saccade_user3_right_session_1_0_2_w122_a001410,saccade,user3,right,session_1_0_2,7,1410,1659072219783618,1659072219663618,1659072219903618,7,11145,True,True,True,../samples/event/saccade_user3_right_session_1_0_2_w122_a001410.npz,../samples/label/saccade_user3_right_session_1_0_2_w122_a001410
saccade_user3_right_session_1_0_2_w131_a002710,saccade,user3,right,session_1_0_2,7,2710,1659072271783659,1659072271663659,1659072271903659,7,2157,True,True,True,../samples/event/saccade_user3_right_session_1_0_2_w131_a002710.npz,../samples/label/saccade_user3_right_session_1_0_2_w131_a002710
fixation_user4_right_session_1_0_2_w134_a000110,fixation,user4,right,session_1_0_2,11,110,1657780978550475,1657780978350475,1657780978750475,11,293,True,True,True,../samples/event/fixation_user4_right_session_1_0_2_w134_a000110.npz,../samples/label/fixation_user4_right_session_1_0_2_w134_a000110
fixation_user4_right_session_1_0_2_w144_a000210,fixation,user4,right,session_1_0_2,11,210,1657780982550478,1657780982350478,1657780982750478,11,5635,True,True,True,../samples/event/fixation_user4_right_session_1_0_2_w144_a000210.npz,../samples/label/fixation_user4_right_session_1_0_2_w144_a000210
fixation_user4_right_session_1_0_2_w154_a000310,fixation,user4,right,session_1_0_2,11,310,1657780986550481,1657780986350481,1657780986750481,11,17474,True,True,True,../samples/event/fixation_user4_right_session_1_0_2_w154_a000310.npz,../samples/label/fixation_user4_right_session_1_0_2_w154_a000310
saccade_user4_right_session_1_0_2_w114_a000410,saccade,user4,right,session_1_0_2,7,410,1657780990550485,1657780990430484,1657780990670485,7,12463,True,True,True,../samples/event/saccade_user4_right_session_1_0_2_w114_a000410.npz,../samples/label/saccade_user4_right_session_1_0_2_w114_a000410
saccade_user4_right_session_1_0_2_w123_a000510,saccade,user4,right,session_1_0_2,7,510,1657780994550488,1657780994430488,1657780994670488,7,9575,True,True,True,../samples/event/saccade_user4_right_session_1_0_2_w123_a000510.npz,../samples/label/saccade_user4_right_session_1_0_2_w123_a000510
saccade_user4_right_session_1_0_2_w132_a000610,saccade,user4,right,session_1_0_2,7,610,1657780998550491,1657780998430491,1657780998670491,7,12811,True,True,True,../samples/event/saccade_user4_right_session_1_0_2_w132_a000610.npz,../samples/label/saccade_user4_right_session_1_0_2_w132_a000610
saccade_user4_right_session_1_0_2_w139_a000710,saccade,user4,right,session_1_0_2,7,710,1657781002550494,1657781002430494,1657781002670494,7,10090,True,True,True,../samples/event/saccade_user4_right_session_1_0_2_w139_a000710.npz,../samples/label/saccade_user4_right_session_1_0_2_w139_a000710
saccade_user4_right_session_1_0_2_w145_a000810,saccade,user4,right,session_1_0_2,7,810,1657781006550497,1657781006430497,1657781006670497,7,1681,True,True,True,../samples/event/saccade_user4_right_session_1_0_2_w145_a000810.npz,../samples/label/saccade_user4_right_session_1_0_2_w145_a000810
saccade_user4_right_session_1_0_2_w150_a000910,saccade,user4,right,session_1_0_2,7,910,1657781010550501,1657781010430500,1657781010670501,7,5381,True,True,True,../samples/event/saccade_user4_right_session_1_0_2_w150_a000910.npz,../samples/label/saccade_user4_right_session_1_0_2_w150_a000910
saccade_user4_right_session_1_0_2_w154_a001110,saccade,user4,right,session_1_0_2,7,1110,1657781018550507,1657781018430507,1657781018670507,7,332,True,True,True,../samples/event/saccade_user4_right_session_1_0_2_w154_a001110.npz,../samples/label/saccade_user4_right_session_1_0_2_w154_a001110
saccade_user4_right_session_1_0_2_w157_a001310,saccade,user4,right,session_1_0_2,7,1310,1657781026550513,1657781026430513,1657781026670513,7,4144,True,True,True,../samples/event/saccade_user4_right_session_1_0_2_w157_a001310.npz,../samples/label/saccade_user4_right_session_1_0_2_w157_a001310
saccade_user4_right_session_1_0_2_w158_a001410,saccade,user4,right,session_1_0_2,7,1410,1657781030550517,1657781030430516,1657781030670517,7,968,True,True,True,../samples/event/saccade_user4_right_session_1_0_2_w158_a001410.npz,../samples/label/saccade_user4_right_session_1_0_2_w158_a001410
saccade_user4_right_session_1_0_2_w159_a001710,saccade,user4,right,session_1_0_2,7,1710,1657781042550526,1657781042430526,1657781042670526,7,21687,True,True,True,../samples/event/saccade_user4_right_session_1_0_2_w159_a001710.npz,../samples/label/saccade_user4_right_session_1_0_2_w159_a001710
saccade_user4_right_session_1_0_2_w160_a001810,saccade,user4,right,session_1_0_2,7,1810,1657781046550529,1657781046430529,1657781046670530,7,5646,True,True,True,../samples/event/saccade_user4_right_session_1_0_2_w160_a001810.npz,../samples/label/saccade_user4_right_session_1_0_2_w160_a001810
fixation_user8_right_session_1_0_2_w148_a000110,fixation,user8,right,session_1_0_2,11,110,1657789147357020,1657789147157020,1657789147557021,11,827,True,True,True,../samples/event/fixation_user8_right_session_1_0_2_w148_a000110.npz,../samples/label/fixation_user8_right_session_1_0_2_w148_a000110
fixation_user8_right_session_1_0_2_w158_a000210,fixation,user8,right,session_1_0_2,11,210,1657789151357024,1657789151157023,1657789151557024,11,643,True,True,True,../samples/event/fixation_user8_right_session_1_0_2_w158_a000210.npz,../samples/label/fixation_user8_right_session_1_0_2_w158_a000210
saccade_user8_right_session_1_0_2_w098_a000510,saccade,user8,right,session_1_0_2,7,510,1657789163357033,1657789163237033,1657789163477033,7,9110,True,True,True,../samples/event/saccade_user8_right_session_1_0_2_w098_a000510.npz,../samples/label/saccade_user8_right_session_1_0_2_w098_a000510
saccade_user8_right_session_1_0_2_w108_a000610,saccade,user8,right,session_1_0_2,7,610,1657789167357036,1657789167237036,1657789167477037,7,14096,True,True,True,../samples/event/saccade_user8_right_session_1_0_2_w108_a000610.npz,../samples/label/saccade_user8_right_session_1_0_2_w108_a000610
saccade_user8_right_session_1_0_2_w118_a000810,saccade,user8,right,session_1_0_2,7,810,1657789175357043,1657789175237043,1657789175477043,7,10117,True,True,True,../samples/event/saccade_user8_right_session_1_0_2_w118_a000810.npz,../samples/label/saccade_user8_right_session_1_0_2_w118_a000810
saccade_user8_right_session_1_0_2_w127_a000910,saccade,user8,right,session_1_0_2,7,910,1657789179357046,1657789179237046,1657789179477046,7,9108,True,True,True,../samples/event/saccade_user8_right_session_1_0_2_w127_a000910.npz,../samples/label/saccade_user8_right_session_1_0_2_w127_a000910
saccade_user8_right_session_1_0_2_w135_a001310,saccade,user8,right,session_1_0_2,7,1310,1657789195357059,1657789195237059,1657789195477059,7,7017,True,True,True,../samples/event/saccade_user8_right_session_1_0_2_w135_a001310.npz,../samples/label/saccade_user8_right_session_1_0_2_w135_a001310
saccade_user8_right_session_1_0_2_w142_a001410,saccade,user8,right,session_1_0_2,7,1410,1657789199357062,1657789199237062,1657789199477062,7,6581,True,True,True,../samples/event/saccade_user8_right_session_1_0_2_w142_a001410.npz,../samples/label/saccade_user8_right_session_1_0_2_w142_a001410
saccade_user8_right_session_1_0_2_w147_a001810,saccade,user8,right,session_1_0_2,7,1810,1657789215357075,1657789215237075,1657789215477075,7,1181,True,True,True,../samples/event/saccade_user8_right_session_1_0_2_w147_a001810.npz,../samples/label/saccade_user8_right_session_1_0_2_w147_a001810
fixation_user5_right_session_1_0_2_w155_a000110,fixation,user5,right,session_1_0_2,11,110,1657782729271878,1657782729071878,1657782729471878,11,276,True,True,True,../samples/event/fixation_user5_right_session_1_0_2_w155_a000110.npz,../samples/label/fixation_user5_right_session_1_0_2_w155_a000110
saccade_user5_right_session_1_0_2_w095_a000310,saccade,user5,right,session_1_0_2,7,310,1657782737271884,1657782737151884,1657782737391884,7,11132,True,True,True,../samples/event/saccade_user5_right_session_1_0_2_w095_a000310.npz,../samples/label/saccade_user5_right_session_1_0_2_w095_a000310
saccade_user5_right_session_1_0_2_w105_a000910,saccade,user5,right,session_1_0_2,7,910,1657782761271903,1657782761151903,1657782761391903,7,3367,True,True,True,../samples/event/saccade_user5_right_session_1_0_2_w105_a000910.npz,../samples/label/saccade_user5_right_session_1_0_2_w105_a000910
saccade_user5_right_session_1_0_2_w115_a001110,saccade,user5,right,session_1_0_2,7,1110,1657782769271910,1657782769151910,1657782769391910,7,5097,True,True,True,../samples/event/saccade_user5_right_session_1_0_2_w115_a001110.npz,../samples/label/saccade_user5_right_session_1_0_2_w115_a001110
saccade_user5_right_session_1_0_2_w124_a001810,saccade,user5,right,session_1_0_2,7,1810,1657782797271932,1657782797151932,1657782797391932,7,4621,True,True,True,../samples/event/saccade_user5_right_session_1_0_2_w124_a001810.npz,../samples/label/saccade_user5_right_session_1_0_2_w124_a001810
fixation_user1_right_session_1_0_2_w160_a000010,fixation,user1,right,session_1_0_2,11,10,1657711084797019,1657711084597019,1657711084997019,11,1385,True,True,True,../samples/event/fixation_user1_right_session_1_0_2_w160_a000010.npz,../samples/label/fixation_user1_right_session_1_0_2_w160_a000010
saccade_user1_right_session_1_0_2_w090_a000310,saccade,user1,right,session_1_0_2,7,310,1657711096797029,1657711096677028,1657711096917029,7,17770,True,True,True,../samples/event/saccade_user1_right_session_1_0_2_w090_a000310.npz,../samples/label/saccade_user1_right_session_1_0_2_w090_a000310
saccade_user1_right_session_1_0_2_w100_a000410,saccade,user1,right,session_1_0_2,7,410,1657711100797032,1657711100677032,1657711100917032,7,9781,True,True,True,../samples/event/saccade_user1_right_session_1_0_2_w100_a000410.npz,../samples/label/saccade_user1_right_session_1_0_2_w100_a000410
saccade_user1_right_session_1_0_2_w110_a000610,saccade,user1,right,session_1_0_2,7,610,1657711108797038,1657711108677038,1657711108917038,7,7766,True,True,True,../samples/event/saccade_user1_right_session_1_0_2_w110_a000610.npz,../samples/label/saccade_user1_right_session_1_0_2_w110_a000610
saccade_user1_right_session_1_0_2_w120_a000710,saccade,user1,right,session_1_0_2,7,710,1657711112797041,1657711112677041,1657711112917041,7,16984,True,True,True,../samples/event/saccade_user1_right_session_1_0_2_w120_a000710.npz,../samples/label/saccade_user1_right_session_1_0_2_w120_a000710
saccade_user1_right_session_1_0_2_w129_a000910,saccade,user1,right,session_1_0_2,7,910,1657711120797048,1657711120677048,1657711120917048,7,12658,True,True,True,../samples/event/saccade_user1_right_session_1_0_2_w129_a000910.npz,../samples/label/saccade_user1_right_session_1_0_2_w129_a000910
saccade_user1_right_session_1_0_2_w137_a001310,saccade,user1,right,session_1_0_2,7,1310,1657711136797061,1657711136677061,1657711136917061,7,2115,True,True,True,../samples/event/saccade_user1_right_session_1_0_2_w137_a001310.npz,../samples/label/saccade_user1_right_session_1_0_2_w137_a001310
saccade_user1_right_session_1_0_2_w144_a001410,saccade,user1,right,session_1_0_2,7,1410,1657711140797064,1657711140677064,1657711140917064,7,21007,True,True,True,../samples/event/saccade_user1_right_session_1_0_2_w144_a001410.npz,../samples/label/saccade_user1_right_session_1_0_2_w144_a001410
saccade_user1_right_session_1_0_2_w149_a001510,saccade,user1,right,session_1_0_2,7,1510,1657711144797067,1657711144677067,1657711144917067,7,3815,True,True,True,../samples/event/saccade_user1_right_session_1_0_2_w149_a001510.npz,../samples/label/saccade_user1_right_session_1_0_2_w149_a001510
saccade_user1_right_session_1_0_2_w153_a001810,saccade,user1,right,session_1_0_2,7,1810,1657711156797077,1657711156677077,1657711156917077,7,8459,True,True,True,../samples/event/saccade_user1_right_session_1_0_2_w153_a001810.npz,../samples/label/saccade_user1_right_session_1_0_2_w153_a001810
saccade_user10_right_session_1_0_2_w041_a000410,saccade,user10,right,session_1_0_2,7,410,1657850839072055,1657850838952055,1657850839192055,7,7660,True,True,True,../samples/event/saccade_user10_right_session_1_0_2_w041_a000410.npz,../samples/label/saccade_user10_right_session_1_0_2_w041_a000410
saccade_user10_right_session_1_0_2_w051_a000510,saccade,user10,right,session_1_0_2,7,510,1657850843072058,1657850842952058,1657850843192058,7,5684,True,True,True,../samples/event/saccade_user10_right_session_1_0_2_w051_a000510.npz,../samples/label/saccade_user10_right_session_1_0_2_w051_a000510
saccade_user10_right_session_1_0_2_w061_a000610,saccade,user10,right,session_1_0_2,7,610,1657850847072061,1657850846952061,1657850847192061,7,4843,True,True,True,../samples/event/saccade_user10_right_session_1_0_2_w061_a000610.npz,../samples/label/saccade_user10_right_session_1_0_2_w061_a000610
saccade_user10_right_session_1_0_2_w071_a000810,saccade,user10,right,session_1_0_2,7,810,1657850855072068,1657850854952067,1657850855192068,7,5766,True,True,True,../samples/event/saccade_user10_right_session_1_0_2_w071_a000810.npz,../samples/label/saccade_user10_right_session_1_0_2_w071_a000810
saccade_user10_right_session_1_0_2_w081_a001210,saccade,user10,right,session_1_0_2,7,1210,1657850871072080,1657850870952080,1657850871192080,7,7274,True,True,True,../samples/event/saccade_user10_right_session_1_0_2_w081_a001210.npz,../samples/label/saccade_user10_right_session_1_0_2_w081_a001210
saccade_user10_right_session_1_0_2_w091_a001410,saccade,user10,right,session_1_0_2,7,1410,1657850879072087,1657850878952087,1657850879192087,7,12332,True,True,True,../samples/event/saccade_user10_right_session_1_0_2_w091_a001410.npz,../samples/label/saccade_user10_right_session_1_0_2_w091_a001410
saccade_user10_right_session_1_0_2_w101_a001510,saccade,user10,right,session_1_0_2,7,1510,1657850883072090,1657850882952090,1657850883192090,7,2699,True,True,True,../samples/event/saccade_user10_right_session_1_0_2_w101_a001510.npz,../samples/label/saccade_user10_right_session_1_0_2_w101_a001510
saccade_user10_right_session_1_0_2_w111_a002610,saccade,user10,right,session_1_0_2,7,2610,1657850927072125,1657850926952125,1657850927192125,7,12807,True,True,True,../samples/event/saccade_user10_right_session_1_0_2_w111_a002610.npz,../samples/label/saccade_user10_right_session_1_0_2_w111_a002610
saccade_user2_right_session_1_0_2_w072_a000410,saccade,user2,right,session_1_0_2,7,410,1658496107145135,1658496107025135,1658496107265135,7,13040,True,True,True,../samples/event/saccade_user2_right_session_1_0_2_w072_a000410.npz,../samples/label/saccade_user2_right_session_1_0_2_w072_a000410
saccade_user2_right_session_1_0_2_w082_a000510,saccade,user2,right,session_1_0_2,7,510,1658496111145138,1658496111025138,1658496111265138,7,5725,True,True,True,../samples/event/saccade_user2_right_session_1_0_2_w082_a000510.npz,../samples/label/saccade_user2_right_session_1_0_2_w082_a000510
saccade_user2_right_session_1_0_2_w092_a000610,saccade,user2,right,session_1_0_2,7,610,1658496115145141,1658496115025141,1658496115265141,7,9846,True,True,True,../samples/event/saccade_user2_right_session_1_0_2_w092_a000610.npz,../samples/label/saccade_user2_right_session_1_0_2_w092_a000610
saccade_user2_right_session_1_0_2_w102_a000810,saccade,user2,right,session_1_0_2,7,810,1658496123145147,1658496123025147,1658496123265148,7,9898,True,True,True,../samples/event/saccade_user2_right_session_1_0_2_w102_a000810.npz,../samples/label/saccade_user2_right_session_1_0_2_w102_a000810
saccade_user2_right_session_1_0_2_w112_a000910,saccade,user2,right,session_1_0_2,7,910,1658496127145151,1658496127025151,1658496127265151,7,8880,True,True,True,../samples/event/saccade_user2_right_session_1_0_2_w112_a000910.npz,../samples/label/saccade_user2_right_session_1_0_2_w112_a000910
saccade_user2_right_session_1_0_2_w121_a001210,saccade,user2,right,session_1_0_2,7,1210,1658496139145160,1658496139025160,1658496139265160,7,694,True,True,True,../samples/event/saccade_user2_right_session_1_0_2_w121_a001210.npz,../samples/label/saccade_user2_right_session_1_0_2_w121_a001210
saccade_user2_right_session_1_0_2_w130_a001510,saccade,user2,right,session_1_0_2,7,1510,1658496151145170,1658496151025170,1658496151265170,7,4006,True,True,True,../samples/event/saccade_user2_right_session_1_0_2_w130_a001510.npz,../samples/label/saccade_user2_right_session_1_0_2_w130_a001510
saccade_user2_right_session_1_0_2_w138_a002110,saccade,user2,right,session_1_0_2,7,2110,1658496175145189,1658496175025189,1658496175265189,7,7482,True,True,True,../samples/event/saccade_user2_right_session_1_0_2_w138_a002110.npz,../samples/label/saccade_user2_right_session_1_0_2_w138_a002110
