path,line,end_line,zone,symbol,rule,severity,claim_type,confidence,evidence
algorithm/hybrid/src/preprocess/canonicalize.py,403,487,maintained,_rerun_mode2_groundedsam_rows,large-function,medium,fact,high,function spans 85 lines
algorithm/hybrid/src/preprocess/canonicalize.py,499,617,maintained,_groundedsam_label_rows,large-function,medium,fact,high,function spans 119 lines
algorithm/hybrid/src/preprocess/canonicalize.py,499,617,maintained,_groundedsam_label_rows,high-branch-density,medium,inference,medium,AST branch proxy=17
algorithm/hybrid/src/preprocess/canonicalize.py,499,617,maintained,_groundedsam_label_rows,too-many-parameters,medium,fact,high,parameter count=16
algorithm/hybrid/src/preprocess/canonicalize.py,620,700,maintained,_annotation_row,large-function,medium,fact,high,function spans 81 lines
algorithm/hybrid/src/preprocess/canonicalize.py,620,700,maintained,_annotation_row,too-many-parameters,medium,fact,high,parameter count=15
algorithm/hybrid/src/preprocess/canonicalize.py,703,1013,maintained,canonicalize_session,large-function,high,fact,high,function spans 311 lines
algorithm/hybrid/src/preprocess/canonicalize.py,703,1013,maintained,canonicalize_session,high-branch-density,high,inference,medium,AST branch proxy=42
algorithm/hybrid/src/preprocess/canonicalize.py,703,1013,maintained,canonicalize_session,too-many-parameters,medium,fact,high,parameter count=38
algorithm/hybrid/src/preprocess/canonicalize.py,1020,1144,maintained,canonicalize_dataset,large-function,high,fact,high,function spans 125 lines
algorithm/hybrid/src/preprocess/canonicalize.py,1020,1144,maintained,canonicalize_dataset,high-branch-density,high,inference,medium,AST branch proxy=32
algorithm/hybrid/src/preprocess/canonicalize.py,1020,1144,maintained,canonicalize_dataset,too-many-parameters,medium,fact,high,parameter count=39
algorithm/hybrid/src/preprocess/canonicalize.py,1235,1235,maintained,<module>,library-print,low,inference,medium,print call in maintained non-script module
algorithm/hybrid/src/preprocess/canonicalize.py,1150,1150,maintained,build_argparser,very-long-line,low,fact,high,line length=172
algorithm/hybrid/src/preprocess/canonicalize.py,1151,1151,maintained,build_argparser,very-long-line,low,fact,high,line length=173
algorithm/hybrid/src/preprocess/canonicalize.py,1152,1152,maintained,build_argparser,very-long-line,low,fact,high,line length=172
algorithm/hybrid/src/preprocess/canonicalize.py,1153,1153,maintained,build_argparser,very-long-line,low,fact,high,line length=173
algorithm/hybrid/src/preprocess/canonicalize.py,1159,1159,maintained,build_argparser,very-long-line,low,fact,high,line length=164
algorithm/hybrid/src/preprocess/canonicalize.py,1160,1160,maintained,build_argparser,very-long-line,low,fact,high,line length=201
algorithm/hybrid/src/preprocess/canonicalize.py,1161,1161,maintained,build_argparser,very-long-line,low,fact,high,line length=204
algorithm/hybrid/src/preprocess/canonicalize.py,1167,1167,maintained,build_argparser,very-long-line,low,fact,high,line length=192
algorithm/hybrid/src/preprocess/canonicalize.py,1168,1168,maintained,build_argparser,very-long-line,low,fact,high,line length=169
algorithm/hybrid/src/preprocess/canonicalize.py,1170,1170,maintained,build_argparser,very-long-line,low,fact,high,line length=188
algorithm/hybrid/src/preprocess/canonicalize.py,1172,1172,maintained,build_argparser,very-long-line,low,fact,high,line length=233
algorithm/hybrid/src/preprocess/canonicalize.py,1173,1173,maintained,build_argparser,very-long-line,low,fact,high,line length=182
algorithm/hybrid/src/preprocess/canonicalize.py,1175,1175,maintained,build_argparser,very-long-line,low,fact,high,line length=226
algorithm/hybrid/src/preprocess/canonicalize.py,1176,1176,maintained,build_argparser,very-long-line,low,fact,high,line length=195
algorithm/hybrid/src/preprocess/canonicalize.py,1178,1178,maintained,build_argparser,very-long-line,low,fact,high,line length=274
algorithm/hybrid/src/preprocess/canonicalize.py,1180,1180,maintained,build_argparser,very-long-line,low,fact,high,line length=167
algorithm/hybrid/src/preprocess/canonicalize_pipeline.py,239,341,maintained,CanonicalizeSummaryWriter,high-branch-density,medium,inference,medium,AST branch proxy=13
algorithm/hybrid/src/preprocess/canonicalize_pipeline.py,344,421,maintained,CanonicalizeProgressReporter,high-branch-density,medium,inference,medium,AST branch proxy=13
algorithm/hybrid/src/preprocess/canonicalize_pipeline.py,83,156,maintained,CanonicalizeJobPlanner.__init__,large-function,medium,fact,high,function spans 74 lines
algorithm/hybrid/src/preprocess/canonicalize_pipeline.py,83,156,maintained,CanonicalizeJobPlanner.__init__,too-many-parameters,medium,fact,high,parameter count=36
algorithm/hybrid/src/preprocess/canonicalize_pipeline.py,265,338,maintained,CanonicalizeSummaryWriter.build_summary,large-function,medium,fact,high,function spans 74 lines
algorithm/hybrid/src/preprocess/canonicalize_pipeline.py,265,338,maintained,CanonicalizeSummaryWriter.build_summary,high-branch-density,medium,inference,medium,AST branch proxy=13
algorithm/hybrid/src/preprocess/canonicalize_pipeline.py,265,338,maintained,CanonicalizeSummaryWriter.build_summary,too-many-parameters,medium,fact,high,parameter count=31
algorithm/hybrid/src/preprocess/canonicalize_pipeline.py,348,387,maintained,CanonicalizeProgressReporter.start,high-branch-density,medium,inference,medium,AST branch proxy=13
algorithm/hybrid/src/preprocess/canonicalize_pipeline.py,479,590,maintained,CanonicalizeDatasetRunner.run,large-function,medium,fact,high,function spans 112 lines
algorithm/hybrid/src/preprocess/canonicalize_pipeline.py,599,724,maintained,CanonicalSessionArtifactWriter.write,large-function,high,fact,high,function spans 126 lines
algorithm/hybrid/src/preprocess/canonicalize_pipeline.py,599,724,maintained,CanonicalSessionArtifactWriter.write,too-many-parameters,medium,fact,high,parameter count=26
algorithm/hybrid/src/preprocess/canonicalize_pipeline.py,447,457,maintained,CanonicalSessionProcessor.process_jobs,broad-except,medium,fact,high,catches Exception
algorithm/hybrid/src/preprocess/canonicalize_pipeline.py,331,331,maintained,CanonicalizeSummaryWriter.build_summary,very-long-line,low,fact,high,line length=168
algorithm/hybrid/src/preprocess/canonicalize_pipeline.py,377,377,maintained,CanonicalizeProgressReporter.start,very-long-line,low,fact,high,line length=172
algorithm/hybrid/src/preprocess/canonicalize_pipeline.py,379,379,maintained,CanonicalizeProgressReporter.start,very-long-line,low,fact,high,line length=163
algorithm/hybrid/src/preprocess/canonicalize_pipeline.py,380,380,maintained,CanonicalizeProgressReporter.start,very-long-line,low,fact,high,line length=181
algorithm/hybrid/src/preprocess/event_generation.py,59,122,maintained,_V2eRuntime.generate_sequence_events,large-function,medium,fact,high,function spans 64 lines
algorithm/hybrid/src/preprocess/event_generation.py,51,54,maintained,_V2eRuntime.__init__,broad-except,medium,fact,high,catches Exception
algorithm/hybrid/src/preprocess/groundedsam_build.py,452,567,maintained,_GroundedSamRuntime,high-branch-density,medium,inference,medium,AST branch proxy=23
algorithm/hybrid/src/preprocess/groundedsam_build.py,41,104,maintained,_patch_transformers_groundingdino_compat,large-function,medium,fact,high,function spans 64 lines
algorithm/hybrid/src/preprocess/groundedsam_build.py,107,223,maintained,_patch_groundingdino_ms_deform_attn_compat,large-function,medium,fact,high,function spans 117 lines
algorithm/hybrid/src/preprocess/groundedsam_build.py,117,220,maintained,_patch_groundingdino_ms_deform_attn_compat._forward_compat,large-function,medium,fact,high,function spans 104 lines
algorithm/hybrid/src/preprocess/groundedsam_build.py,348,449,maintained,annotate_dataset_with_groundedsam_multi,large-function,medium,fact,high,function spans 102 lines
algorithm/hybrid/src/preprocess/groundedsam_build.py,348,449,maintained,annotate_dataset_with_groundedsam_multi,too-many-parameters,medium,fact,high,parameter count=29
algorithm/hybrid/src/preprocess/groundedsam_build.py,601,726,maintained,_build_annotation_cfg,large-function,high,fact,high,function spans 126 lines
algorithm/hybrid/src/preprocess/groundedsam_build.py,601,726,maintained,_build_annotation_cfg,high-branch-density,medium,inference,medium,AST branch proxy=24
algorithm/hybrid/src/preprocess/groundedsam_build.py,601,726,maintained,_build_annotation_cfg,too-many-parameters,medium,fact,high,parameter count=31
algorithm/hybrid/src/preprocess/groundedsam_build.py,729,761,maintained,build_groundedsam_runtime,too-many-parameters,medium,fact,high,parameter count=11
algorithm/hybrid/src/preprocess/groundedsam_build.py,764,928,maintained,annotate_dataset_with_groundedsam,large-function,high,fact,high,function spans 165 lines
algorithm/hybrid/src/preprocess/groundedsam_build.py,764,928,maintained,annotate_dataset_with_groundedsam,high-branch-density,medium,inference,medium,AST branch proxy=24
algorithm/hybrid/src/preprocess/groundedsam_build.py,764,928,maintained,annotate_dataset_with_groundedsam,too-many-parameters,medium,fact,high,parameter count=31
algorithm/hybrid/src/preprocess/groundedsam_eye_region_bbox.py,168,274,maintained,_GroundedSamEyeRegionRuntime,high-branch-density,medium,inference,medium,AST branch proxy=18
algorithm/hybrid/src/preprocess/groundedsam_eye_region_bbox.py,277,500,maintained,export_groundedsam_eye_region_bbox_overlays,large-function,high,fact,high,function spans 224 lines
algorithm/hybrid/src/preprocess/groundedsam_eye_region_bbox.py,277,500,maintained,export_groundedsam_eye_region_bbox_overlays,high-branch-density,medium,inference,medium,AST branch proxy=22
algorithm/hybrid/src/preprocess/groundedsam_eye_region_bbox.py,277,500,maintained,export_groundedsam_eye_region_bbox_overlays,too-many-parameters,medium,fact,high,parameter count=17
algorithm/hybrid/src/preprocess/groundedsam_pipeline.py,16,161,maintained,GroundedSamRuntimeFactory,high-branch-density,medium,inference,medium,AST branch proxy=16
algorithm/hybrid/src/preprocess/groundedsam_pipeline.py,164,315,maintained,GroundedSamSummaryWriter,large-class,medium,fact,high,class spans 152 lines
algorithm/hybrid/src/preprocess/groundedsam_pipeline.py,164,315,maintained,GroundedSamSummaryWriter,high-branch-density,medium,inference,medium,AST branch proxy=18
algorithm/hybrid/src/preprocess/groundedsam_pipeline.py,318,494,maintained,GroundedSamSessionProcessor,large-class,medium,fact,high,class spans 177 lines
algorithm/hybrid/src/preprocess/groundedsam_pipeline.py,318,494,maintained,GroundedSamSessionProcessor,high-branch-density,medium,inference,medium,AST branch proxy=17
algorithm/hybrid/src/preprocess/groundedsam_pipeline.py,61,125,maintained,GroundedSamRuntimeFactory.build_config,large-function,medium,fact,high,function spans 65 lines
algorithm/hybrid/src/preprocess/groundedsam_pipeline.py,61,125,maintained,GroundedSamRuntimeFactory.build_config,too-many-parameters,medium,fact,high,parameter count=24
algorithm/hybrid/src/preprocess/groundedsam_pipeline.py,130,161,maintained,GroundedSamRuntimeFactory.build_runtime,too-many-parameters,medium,fact,high,parameter count=12
algorithm/hybrid/src/preprocess/groundedsam_pipeline.py,190,217,maintained,GroundedSamSummaryWriter.build_session_summary_payload,too-many-parameters,medium,fact,high,parameter count=12
algorithm/hybrid/src/preprocess/groundedsam_pipeline.py,391,494,maintained,GroundedSamSessionProcessor.process_session,large-function,medium,fact,high,function spans 104 lines
algorithm/hybrid/src/preprocess/interpolation.py,38,154,maintained,_TimeLensRuntime,high-branch-density,medium,inference,medium,AST branch proxy=16
algorithm/hybrid/src/preprocess/interpolation.py,381,425,maintained,interpolate_timelens,too-many-parameters,medium,fact,high,parameter count=14
algorithm/hybrid/src/preprocess/interpolation.py,428,466,maintained,interpolate_pair,too-many-parameters,medium,fact,high,parameter count=14
algorithm/hybrid/src/preprocess/interpolation.py,193,197,maintained,_import_timelens_modules,broad-except,medium,fact,high,catches Exception
algorithm/hybrid/src/preprocess/interpolation.py,63,63,maintained,_TimeLensRuntime.__init__,dynamic-execution,high,fact,high,eval
algorithm/hybrid/src/preprocess/interpolation.py,373,374,maintained,interpolate_linear_blend,broad-except,medium,fact,high,catches Exception
algorithm/hybrid/src/preprocess/io_utils.py,317,421,maintained,parse_via_csv_with_report,large-function,medium,fact,high,function spans 105 lines
algorithm/hybrid/src/preprocess/io_utils.py,317,421,maintained,parse_via_csv_with_report,high-branch-density,medium,inference,medium,AST branch proxy=20
algorithm/hybrid/src/preprocess/io_utils.py,434,501,maintained,derive_eye_region,large-function,medium,fact,high,function spans 68 lines
algorithm/hybrid/src/preprocess/io_utils.py,416,417,maintained,parse_via_csv_with_report,broad-except,medium,fact,high,catches Exception
algorithm/hybrid/src/preprocess/io_utils.py,381,383,maintained,parse_via_csv_with_report,broad-except,medium,fact,high,catches Exception
algorithm/hybrid/src/preprocess/path_utils.py,120,185,maintained,resolve_paths,large-function,medium,fact,high,function spans 66 lines
algorithm/hybrid/src/preprocess/path_utils.py,120,185,maintained,resolve_paths,high-branch-density,medium,inference,medium,AST branch proxy=23
algorithm/hybrid/src/preprocess/path_utils.py,103,103,maintained,add_common_path_args,very-long-line,low,fact,high,line length=167
algorithm/hybrid/src/preprocess/path_utils.py,107,107,maintained,add_common_path_args,very-long-line,low,fact,high,line length=222
algorithm/hybrid/src/preprocess/progress.py,44,44,maintained,print_progress,library-print,low,inference,medium,print call in maintained non-script module
algorithm/hybrid/src/preprocess/raw_ellipse_blink.py,161,279,maintained,analyze_raw_ellipse_blink_candidates,large-function,medium,fact,high,function spans 119 lines
algorithm/hybrid/src/preprocess/raw_ellipse_blink.py,161,279,maintained,analyze_raw_ellipse_blink_candidates,high-branch-density,medium,inference,medium,AST branch proxy=13
algorithm/hybrid/src/preprocess/raw_ellipse_blink.py,414,485,maintained,export_raw_ellipse_blink_candidates,large-function,medium,fact,high,function spans 72 lines
algorithm/hybrid/src/preprocess/relocate_dataset.py,116,238,maintained,relocate_dataset,large-function,high,fact,high,function spans 123 lines
algorithm/hybrid/src/preprocess/relocate_dataset.py,116,238,maintained,relocate_dataset,high-branch-density,medium,inference,medium,AST branch proxy=24
algorithm/hybrid/src/preprocess/relocate_dataset.py,116,238,maintained,relocate_dataset,too-many-parameters,medium,fact,high,parameter count=13
algorithm/hybrid/src/preprocess/relocate_dataset.py,283,283,maintained,<module>,library-print,low,inference,medium,print call in maintained non-script module
algorithm/hybrid/src/preprocess/relocate_dataset.py,82,82,maintained,_rewrite_manifest_row,very-long-line,low,fact,high,line length=164
algorithm/hybrid/src/preprocess/session_package.py,6,55,maintained,build_session_package,too-many-parameters,medium,fact,high,parameter count=20
algorithm/hybrid/src/preprocess/target_fps_build.py,222,274,maintained,_render_target_frames,too-many-parameters,medium,fact,high,parameter count=11
algorithm/hybrid/src/preprocess/target_fps_build.py,384,416,maintained,_load_groundedsam_source_mask,high-branch-density,medium,inference,medium,AST branch proxy=13
algorithm/hybrid/src/preprocess/target_fps_build.py,578,676,maintained,_resolve_pupil_annotation,large-function,medium,fact,high,function spans 99 lines
algorithm/hybrid/src/preprocess/target_fps_build.py,578,676,maintained,_resolve_pupil_annotation,high-branch-density,medium,inference,medium,AST branch proxy=21
algorithm/hybrid/src/preprocess/target_fps_build.py,679,859,maintained,_annotate_target_frame_label_rows,large-function,high,fact,high,function spans 181 lines
algorithm/hybrid/src/preprocess/target_fps_build.py,679,859,maintained,_annotate_target_frame_label_rows,high-branch-density,high,inference,medium,AST branch proxy=26
algorithm/hybrid/src/preprocess/target_fps_build.py,1019,1176,maintained,materialize_target_fps_session,large-function,high,fact,high,function spans 158 lines
algorithm/hybrid/src/preprocess/target_fps_build.py,1019,1176,maintained,materialize_target_fps_session,high-branch-density,medium,inference,medium,AST branch proxy=24
algorithm/hybrid/src/preprocess/target_fps_build.py,1019,1176,maintained,materialize_target_fps_session,too-many-parameters,medium,fact,high,parameter count=16
algorithm/hybrid/src/preprocess/target_fps_build.py,1195,1303,maintained,discover_target_fps_session_jobs,large-function,medium,fact,high,function spans 109 lines
algorithm/hybrid/src/preprocess/target_fps_build.py,1195,1303,maintained,discover_target_fps_session_jobs,high-branch-density,medium,inference,medium,AST branch proxy=20
algorithm/hybrid/src/preprocess/target_fps_build.py,1306,1395,maintained,build_target_fps_dataset_plan,large-function,medium,fact,high,function spans 90 lines
algorithm/hybrid/src/preprocess/target_fps_build.py,1398,1548,maintained,build_target_fps_dataset,large-function,high,fact,high,function spans 151 lines
algorithm/hybrid/src/preprocess/target_fps_build.py,1398,1548,maintained,build_target_fps_dataset,high-branch-density,medium,inference,medium,AST branch proxy=22
algorithm/hybrid/src/preprocess/target_fps_build.py,1398,1548,maintained,build_target_fps_dataset,too-many-parameters,medium,fact,high,parameter count=24
algorithm/hybrid/src/preprocess/target_fps_canonical.py,91,156,maintained,_build_canonical_row,large-function,medium,fact,high,function spans 66 lines
algorithm/hybrid/src/preprocess/target_fps_canonical.py,91,156,maintained,_build_canonical_row,too-many-parameters,medium,fact,high,parameter count=14
algorithm/hybrid/src/preprocess/target_fps_canonical.py,159,513,maintained,canonicalize_target_fps_dataset,large-function,high,fact,high,function spans 355 lines
algorithm/hybrid/src/preprocess/target_fps_canonical.py,159,513,maintained,canonicalize_target_fps_dataset,high-branch-density,medium,inference,medium,AST branch proxy=20
algorithm/hybrid/src/preprocess/target_fps_canonical.py,87,88,maintained,_remap_mask_path,broad-except,medium,fact,high,catches Exception
algorithm/hybrid/src/preprocess/target_fps_canonical.py,549,549,maintained,<module>,library-print,low,inference,medium,print call in maintained non-script module
algorithm/hybrid/src/preprocess/target_fps_canonical.py,480,480,maintained,canonicalize_target_fps_dataset,very-long-line,low,fact,high,line length=214
algorithm/hybrid/src/preprocess/target_fps_canonical.py,481,481,maintained,canonicalize_target_fps_dataset,very-long-line,low,fact,high,line length=171
algorithm/hybrid/src/preprocess/timelens_xl_finetune.py,245,389,maintained,export_timelens_xl_finetune_dataset,large-function,high,fact,high,function spans 145 lines
algorithm/hybrid/src/preprocess/timelens_xl_finetune.py,245,389,maintained,export_timelens_xl_finetune_dataset,high-branch-density,medium,inference,medium,AST branch proxy=15
algorithm/hybrid/src/preprocess/timelens_xl_finetune.py,436,562,maintained,register_hbtxr_timelens_xl_param,large-function,high,fact,high,function spans 127 lines
algorithm/hybrid/src/preprocess/timelens_xl_finetune.py,436,562,maintained,register_hbtxr_timelens_xl_param,high-branch-density,medium,inference,medium,AST branch proxy=14
algorithm/hybrid/src/preprocess/timelens_xl_finetune.py,436,562,maintained,register_hbtxr_timelens_xl_param,too-many-parameters,medium,fact,high,parameter count=18
algorithm/hybrid/src/preprocess/timelens_xl_finetune.py,470,558,maintained,register_hbtxr_timelens_xl_param._builder,large-function,medium,fact,high,function spans 89 lines
algorithm/hybrid/src/preprocess/timelens_xl_finetune.py,470,558,maintained,register_hbtxr_timelens_xl_param._builder,high-branch-density,medium,inference,medium,AST branch proxy=13
algorithm/hybrid/src/preprocess/timelens_xl_finetune.py,565,716,maintained,launch_timelens_xl_finetune,large-function,high,fact,high,function spans 152 lines
algorithm/hybrid/src/preprocess/timelens_xl_finetune.py,565,716,maintained,launch_timelens_xl_finetune,too-many-parameters,medium,fact,high,parameter count=24
algorithm/hybrid/src/preprocess/timelens_xl_finetune.py,189,190,maintained,_events_to_signed_count_map,broad-except,medium,fact,high,catches Exception
algorithm/hybrid/src/preprocess/v2e_experiment.py,106,180,maintained,compare_target_fps_roots,large-function,medium,fact,high,function spans 75 lines
algorithm/hybrid/src/preprocess/v2e_experiment.py,88,89,maintained,_save_event_count_plot,broad-except,medium,fact,high,catches Exception
algorithm/hybrid/src/training/ensemble_teacher.py,17,56,maintained,WeightedOutputEnsembleTeacher,high-branch-density,medium,inference,medium,AST branch proxy=18
algorithm/hybrid/src/training/ensemble_teacher.py,29,29,maintained,WeightedOutputEnsembleTeacher.__init__,dynamic-execution,high,fact,high,eval
algorithm/hybrid/src/training/model_factory.py,17,102,maintained,build_model,large-function,medium,fact,high,function spans 86 lines
algorithm/hybrid/src/training/model_factory.py,105,139,maintained,create_teacher_model,high-branch-density,medium,inference,medium,AST branch proxy=14
algorithm/hybrid/src/training/model_factory.py,136,136,maintained,create_teacher_model,dynamic-execution,high,fact,high,eval
algorithm/hybrid/src/training/model_factory.py,123,123,maintained,create_teacher_model,dynamic-execution,high,fact,high,eval
algorithm/hybrid/src/training/step_runner.py,19,110,maintained,ForwardAndLossRunner,high-branch-density,medium,inference,medium,AST branch proxy=22
algorithm/hybrid/src/training/step_runner.py,229,310,maintained,ExactMarsStepRunner,high-branch-density,medium,inference,medium,AST branch proxy=15
algorithm/hybrid/src/training/step_runner.py,20,45,maintained,ForwardAndLossRunner.__init__,too-many-parameters,medium,fact,high,parameter count=12
algorithm/hybrid/src/training/step_runner.py,47,110,maintained,ForwardAndLossRunner.__call__,large-function,medium,fact,high,function spans 64 lines
algorithm/hybrid/src/training/step_runner.py,47,110,maintained,ForwardAndLossRunner.__call__,high-branch-density,medium,inference,medium,AST branch proxy=22
algorithm/hybrid/src/training/step_runner.py,123,178,maintained,_BaseStepRunner.__init__,too-many-parameters,medium,fact,high,parameter count=26
algorithm/hybrid/src/training/step_runner.py,237,310,maintained,ExactMarsStepRunner.run,large-function,medium,fact,high,function spans 74 lines
algorithm/hybrid/src/training/step_runner.py,237,310,maintained,ExactMarsStepRunner.run,high-branch-density,medium,inference,medium,AST branch proxy=15
algorithm/hybrid/src/training/trainer.py,76,223,maintained,_ConsoleLogger,high-branch-density,high,inference,medium,AST branch proxy=41
algorithm/hybrid/src/training/trainer.py,886,1294,maintained,TrainingSession,large-class,high,fact,high,class spans 409 lines
algorithm/hybrid/src/training/trainer.py,886,1294,maintained,TrainingSession,high-branch-density,high,inference,medium,AST branch proxy=87
algorithm/hybrid/src/training/trainer.py,109,132,maintained,_ConsoleLogger.start_run,too-many-parameters,medium,fact,high,parameter count=11
algorithm/hybrid/src/training/trainer.py,143,186,maintained,_ConsoleLogger.step,high-branch-density,medium,inference,medium,AST branch proxy=21
algorithm/hybrid/src/training/trainer.py,193,223,maintained,_ConsoleLogger.epoch_summary,too-many-parameters,medium,fact,high,parameter count=11
algorithm/hybrid/src/training/trainer.py,246,279,maintained,_filter_stage_stats,high-branch-density,high,inference,medium,AST branch proxy=30
algorithm/hybrid/src/training/trainer.py,759,883,maintained,_epoch_loop,large-function,high,fact,high,function spans 125 lines
algorithm/hybrid/src/training/trainer.py,759,883,maintained,_epoch_loop,high-branch-density,medium,inference,medium,AST branch proxy=14
algorithm/hybrid/src/training/trainer.py,759,883,maintained,_epoch_loop,too-many-parameters,medium,fact,high,parameter count=22
algorithm/hybrid/src/training/trainer.py,904,959,maintained,TrainingSession._prepare_runtime,high-branch-density,medium,inference,medium,AST branch proxy=15
algorithm/hybrid/src/training/trainer.py,961,1018,maintained,TrainingSession._initialize_model_state,high-branch-density,medium,inference,medium,AST branch proxy=17
algorithm/hybrid/src/training/trainer.py,1020,1065,maintained,TrainingSession._initialize_epoch_control,high-branch-density,medium,inference,medium,AST branch proxy=17
algorithm/hybrid/src/training/trainer.py,1067,1130,maintained,TrainingSession._run_epoch,large-function,medium,fact,high,function spans 64 lines
algorithm/hybrid/src/training/trainer.py,21,22,maintained,<module>,broad-except,medium,fact,high,catches Exception
algorithm/hybrid/src/training/trainer.py,285,286,maintained,_safe_cuda_available,broad-except,medium,fact,high,catches Exception
algorithm/hybrid/src/training/trainer.py,292,293,maintained,_safe_cuda_device_count,broad-except,medium,fact,high,catches Exception
algorithm/hybrid/src/training/trainer.py,101,101,maintained,_ConsoleLogger.write,library-print,low,inference,medium,print call in maintained non-script module
algorithm/hybrid/src/training/trainer.py,713,714,maintained,_optimizer_step_index,broad-except,medium,fact,high,catches Exception
algorithm/hybrid/src/training/trainer.py,723,724,maintained,_optimizer_step_index,broad-except,medium,fact,high,catches Exception
algorithm/hybrid/src/training/trainer.py,794,794,maintained,_epoch_loop,dynamic-execution,high,fact,high,eval
algorithm/hybrid/src/training/trainer.py,261,261,maintained,_filter_stage_stats,very-long-line,low,fact,high,line length=162
algorithm/hybrid/src/training/trainer.py,270,270,maintained,_filter_stage_stats,very-long-line,low,fact,high,line length=222
algorithm/hybrid/src/training/trainer.py,1053,1053,maintained,TrainingSession._initialize_epoch_control,very-long-line,low,fact,high,line length=179
algorithm/hybrid/src/utils/external_packages.py,50,116,maintained,builtin_package_specs,large-function,medium,fact,high,function spans 67 lines
algorithm/hybrid/src/utils/external_packages.py,54,54,maintained,builtin_package_specs,hard-coded-absolute-path,high,fact,high,"repo_url=""https://github.com/IDEA-Research/Grounded-Segment-Anything"","
algorithm/hybrid/src/utils/external_packages.py,63,63,maintained,builtin_package_specs,hard-coded-absolute-path,high,fact,high,"repo_url=""https://github.com/ztysdu/timelens"","
algorithm/hybrid/src/utils/external_packages.py,72,72,maintained,builtin_package_specs,hard-coded-absolute-path,high,fact,high,"repo_url=""https://github.com/ultralytics/ultralytics"","
algorithm/hybrid/src/utils/external_packages.py,81,81,maintained,builtin_package_specs,hard-coded-absolute-path,high,fact,high,"repo_url=""https://github.com/IDEA-Research/Grounded-SAM-2"","
algorithm/hybrid/src/utils/external_packages.py,90,90,maintained,builtin_package_specs,hard-coded-absolute-path,high,fact,high,"repo_url=""https://github.com/OpenImagingLab/TimeLens-XL"","
algorithm/hybrid/src/utils/external_packages.py,99,99,maintained,builtin_package_specs,hard-coded-absolute-path,high,fact,high,"repo_url=""https://github.com/SensorsINI/v2e"","
algorithm/hybrid/src/utils/external_packages.py,108,108,maintained,builtin_package_specs,hard-coded-absolute-path,high,fact,high,"repo_url=""https://github.com/ztysdu/Swift-Eye"","
algorithm/hybrid/src/utils/paths.py,9,9,maintained,<module>,hard-coded-absolute-path,high,fact,high,"_WSL_ABS_RE = re.compile(r""^/mnt/(?P<drive>[A-Za-z])/(?P<rest>.*)$"")"
algorithm/hybrid/src/utils/paths.py,18,18,maintained,_normalize_path_string,hard-coded-absolute-path,high,fact,high,"return f""/mnt/{match.group('drive').lower()}/{rest}"""
algorithm/hybrid/tests/external_pipeline/conftest.py,40,168,test,synthetic_workspace,large-function,high,fact,high,function spans 129 lines
algorithm/hybrid/tests/external_pipeline/conftest.py,172,249,test,synthetic_raw_workspace,large-function,medium,fact,high,function spans 78 lines
algorithm/hybrid/tests/external_pipeline/test_config.py,213,323,test,test_shared_run_contract_helpers_match_script_wrappers,large-function,medium,fact,high,function spans 111 lines
algorithm/hybrid/tests/external_pipeline/test_config.py,105,105,test,test_reference_only_ssl_and_pruning_reports,hard-coded-absolute-path,high,fact,high,"config_path.write_text(""experiment:\n  name: demo_run\n"", encoding=""utf-8"")"
algorithm/hybrid/tests/external_pipeline/test_config.py,215,215,test,test_shared_run_contract_helpers_match_script_wrappers,hard-coded-absolute-path,high,fact,high,"config_path.write_text(""experiment:\n  name: demo_run\n"", encoding=""utf-8"")"
algorithm/hybrid/tests/external_pipeline/test_dataset.py,263,335,test,test_mode2_dataset_can_average_source_pair_events,large-function,medium,fact,high,function spans 73 lines
algorithm/hybrid/tests/external_pipeline/test_dataset.py,338,410,test,test_mode2_dataset_source_pair_average_alpha_weighting_uses_interp_alpha,large-function,medium,fact,high,function spans 73 lines
algorithm/hybrid/tests/external_pipeline/test_dataset.py,413,515,test,test_mode2_dataset_source_pair_average_pair_local_scope_uses_pair_interval_and_alpha,large-function,medium,fact,high,function spans 103 lines
algorithm/hybrid/tests/external_pipeline/test_dataset.py,518,580,test,test_mode2_dataset_raw_window_strategy_uses_synthetic_window_directly,large-function,medium,fact,high,function spans 63 lines
algorithm/hybrid/tests/external_pipeline/test_external_packages.py,83,83,test,test_load_package_manifest_reads_default_shape,hard-coded-absolute-path,high,fact,high,"""repo_url"": ""https://example.com/groundedsam.git"","
algorithm/hybrid/tests/external_pipeline/test_external_packages.py,108,108,test,test_parse_extra_repo_supports_name_equals_url,hard-coded-absolute-path,high,fact,high,"spec = parse_extra_repo(""swift-eye=https://example.com/swift-eye.git"")"
algorithm/hybrid/tests/external_pipeline/test_external_packages.py,111,111,test,test_parse_extra_repo_supports_name_equals_url,hard-coded-absolute-path,high,fact,high,"assert spec.repo_url == ""https://example.com/swift-eye.git"""
algorithm/hybrid/tests/external_pipeline/test_external_packages.py,116,116,test,test_build_clone_command_supports_branch_and_shallow,hard-coded-absolute-path,high,fact,high,"spec = parse_extra_repo(""swift-eye=https://example.com/swift-eye.git"")"
algorithm/hybrid/tests/external_pipeline/test_external_packages.py,120,120,test,test_build_clone_command_supports_branch_and_shallow,hard-coded-absolute-path,high,fact,high,"assert ""https://example.com/swift-eye.git"" in command"
